DBpedia Link,Abstract
"http://dbpedia.org/resource/Cambridge,_Maryland","Cambridge is a city in Dorchester County, Maryland, United States. The population was 13,096 at the 2020 census. It is the county seat of Dorchester County and the county's largest municipality. Cambridge is the fourth most populous city in Maryland's Eastern Shore region, after Salisbury, Elkton and Easton."
"http://dbpedia.org/resource/Cambridge,_Massachusetts","Cambridge (/ˈkeɪmbrɪdʒ/ KAYM-brij) is a city in Middlesex County, Massachusetts, United States. Part of the Boston metropolitan area, at the 2020 U.S. Census the city's population was 118,403, making it the fourth most populous city in the state, behind Boston, Worcester, and Springfield. It is one of two de jure county seats of Middlesex County, although the county's executive government was abolished in 1997. Situated directly north of Boston, across the Charles River, it was named in honor of the University of Cambridge in England, once also an important center of the Puritan theology embraced by the town's founders. Harvard University, the Massachusetts Institute of Technology (MIT), Lesley University, and Hult International Business School are in Cambridge, as was Radcliffe College before it merged with Harvard. Kendall Square in Cambridge has been called ""the most innovative square mile on the planet"" owing to the high concentration of successful startups that have emerged in the vicinity of the square since 2010."
"http://dbpedia.org/resource/Cambridge,_Minnesota","Cambridge is a city in Isanti County, Minnesota, United States, located at the junction of Minnesota State Highways 65 and 95. The population was 9,611 at the 2020 census. It is the county seat of Isanti County. It is located along the Rum River and BNSF's Hinckley Subdivision. Cambridge is notable for having the highest percentage of Swedish Americans of any city in the United States with a population of over 5,000 people."
"http://dbpedia.org/resource/Cambridge,_Nebraska","Cambridge is a city in Furnas County, Nebraska, United States. The population was 1,063 at the 2010 census."
"http://dbpedia.org/resource/Cambridge,_Ohio","Cambridge is a city in and the county seat of Guernsey County, Ohio, United States. It lies in southeastern Ohio, in the Appalachian Plateau of the Appalachian Mountains 74 miles east of Columbus. The population was 10,635 at the 2010 census. It is the principal city of the Cambridge Micropolitan Statistical Area and is located adjacent to the intersection of Interstates 70 and 77. Cambridge is well known among glass collectors as being the location for the Cambridge Glass, Boyd Glass and Mosser Glass plants. The Cambridge area is also noted for its ""S"" shaped bridges, dating back to the building of the National Road in 1828."
"http://dbpedia.org/resource/Cambridge,_Ontario","Cambridge is a city in the Regional Municipality of Waterloo, Ontario, Canada, located at the confluence of the Grand and Speed rivers. The city had a population of 138,479 as of the 2021 census. Along with Kitchener and Waterloo, Cambridge is one of the three core cities of Canada's tenth-largest metropolitan area. Cambridge was formed in 1973 by the amalgamation of Galt, Preston, Hespeler, the settlement of Blair and a small portion of surrounding townships. The former Galt covers the largest portion of Cambridge, making up the southern half of the city, while Preston and Blair cover the western side. Hespeler makes up the most northeastern section of Cambridge. Historical information and records of each entity are well documented in the Cambridge City Archives."
http://dbpedia.org/resource/Cambridge_Heath,"Cambridge Heath is an urban area of Bethnal Green in the London Borough of Tower Hamlets, approximately 5.7 km (3.5 mi) north east of Charing Cross. It is named after a former heath in the East End of London. The northern boundary is formed by the Regent's Canal and the area includes Vyner Street, best known for its street art and galleries. The area is served by Cambridge Heath railway station, operated by London Overground."
"http://dbpedia.org/resource/Camden,_Alabama","Camden is a city in and the county seat of Wilcox County, Alabama, United States. The population was 2,020 at the 2010 census, down from 2,257 in 2000, at which time it was a town."
"http://dbpedia.org/resource/Camden,_Arkansas","Camden is a city in and the county seat of Ouachita County in the south-central part of the U.S. state of Arkansas. The city is located about 100 miles south of Little Rock. Situated on bluffs overlooking the Ouachita River, the city developed because of the river. The recorded history began in 1782 when a Spanish military post was established on the site of an old French trading post called Écore à Fabri. When Ouachita County was formed in 1842, American settlers changed the name to Camden. The city became an important port during the steamboat era when Camden became known as the “Queen City” of the Ouachita. In 1864, Camden became the unintended focus of the Red River Campaign, a major Civil War effort resulting in several significant battles. In 2000, Camden had a population of 13,154, but it lost 7.4 percent of its residents and recorded 12,183 in 2010. Camden is the principal city of the Camden Micropolitan Statistical Area, which includes all of Ouachita and Calhoun counties."
"http://dbpedia.org/resource/Camden,_Missouri","Camden is a city in southern Ray County, Missouri, and part of the Kansas City metropolitan area within the United States. The population was 175 at the 2020 census."
"http://dbpedia.org/resource/Camden,_New_Jersey","Camden is a city in and the county seat of Camden County, New Jersey, United States. Camden is part of the Delaware Valley metropolitan area and is located directly across the Delaware River from Philadelphia, Pennsylvania. At the 2020 U.S. census, the city had a population of 71,791 and was ranked as the 14th most populous municipality in New Jersey. The city was incorporated on February 13, 1828. Camden has been the county seat of Camden County since the county was formed on March 13, 1844. The city derives its name from Charles Pratt, 1st Earl Camden. Camden is made up of over 20 neighborhoods. Geographically, the city is part of the South Jersey region. Beginning in the early 1900s, Camden was a prosperous industrial city, and remained so throughout the Great Depression and World War II. During the 1950s, Camden manufacturers began gradually closing their factories and moving out of the city. With the loss of manufacturing jobs came a sharp population decline. The growth of the interstate highway system also played a large role in suburbanization, which resulted in white flight. Civil unrest and crime became common in Camden. In 1971, civil unrest reached its peak, with riots breaking out in response to the death of Horacio Jimenez, a Puerto Rican motorist who was killed by two police officers. The Camden waterfront holds three tourist attractions: the USS New Jersey, the Freedom Mortgage Pavilion, and the Adventure Aquarium. The city is the home of Rutgers University–Camden, which was founded as the South Jersey Law School in 1926, and Cooper Medical School of Rowan University, which opened in 2012. Camden also houses both Cooper University Hospital and Virtua Our Lady of Lourdes Medical Center. Camden County College and Rowan University also have campuses in downtown Camden. The ""eds and meds"" institutions account for roughly 45% of Camden's total employment. Camden had once been known for its high crime rate, though there has been a substantial decrease in crime in recent decades, especially since 2012, when the city disbanded its municipal police department and replaced it with a county-level police department. There were 23 homicides in Camden in 2017, the fewest in the city in three decades. The city saw 24 and 23 homicides in 2019 and 2020 respectively, the fourth-highest toll among New Jersey cities, behind Paterson, Trenton, and Newark. As of January 2021, violent crime was down 46% from its high in the 1990s and at the lowest level since the 1960s. Overall crime reports in 2020 were down 74% compared to 1974, the first year of uniform crime-reporting in the city."
